날짜,시도지역코드,발생건수(건)
20150204,30,964
20150204,31,912
20150204,41,7650
20150204,42,1034
20150204,43,1202
20150204,44,1675
20150204,45,1663
20150204,46,2172
20150204,47,2101
20150204,48,2831
20150204,49,420
20150204,99,36670
20150205,11,6183
20150205,26,2632
20150205,27,1969
20150205,28,2086
20150205,29,1460
20150205,30,931
20150205,31,856
20150205,41,7848
20150205,42,969
20150205,43,1295
20150205,44,1871
20150205,45,1619
20150205,46,2108
20150205,47,2222
20150205,48,2715
20150205,49,422
20150205,99,37200
20150206,11,7021
20150206,26,2911
20150206,27,2136
20150206,28,2258
20150206,29,1569
20150206,30,1057
20150206,31,1004
20150206,41,8480
20150206,42,1097
20150206,43,1438
20150206,44,1885
20150206,45,1819
20150206,46,2444
20150206,47,2482
20150206,48,3111
20150206,49,501
20150206,99,41225
20150207,11,6225
20150207,26,2249
20150207,27,1882
20150207,28,1962
20150207,29,1383
20150207,30,978
20150207,31,875
20150207,41,7678
20150207,42,813
20150207,43,1178
20150207,44,1588
20150207,45,1394
20150207,46,2055
20150207,47,2025
20150207,48,2614
20150207,49,361
20150207,99,35269
20150208,11,582
20150208,26,215
20150208,27,236
20150208,28,264
20150208,29,164
20150208,30,175
20150208,31,161
20150208,41,1437
20150208,42,150
20150208,43,237
20150208,44,336
20150208,45,212
20150208,46,425
20150208,47,335
20150208,48,195
20150208,49,70
20150208,99,5195
20150209,11,9253
20150209,26,3699
20150209,27,2720
20150209,28,2970
20150209,29,2166
20150209,30,1482
20150209,31,1281
20150209,41,11199
20150209,42,1420
20150209,43,1765
20150209,44,2668
20150209,45,2474
20150209,46,3344
20150209,47,3205
20150209,48,4326
20150209,49,658
20150209,99,54646
20150210,11,6896
20150210,26,2879
20150210,27,2140
20150210,28,2253
20150210,29,1583
20150210,30,1066
20150210,31,976
20150210,41,8591
20150210,42,1123
20150210,43,1377
20150210,44,2071
20150210,45,1955
20150210,46,2430
20150210,47,2481
20150210,48,3001
20150210,49,511
20150210,99,41342
20150211,11,6863
20150211,26,2766
20150211,27,2002
20150211,28,2064
20150211,29,1572
20150211,30,1070
20150211,31,989
20150211,41,8586
20150211,42,1081
20150211,43,1358
20150211,44,1909
20150211,45,1913
20150211,46,2602
20150211,47,2312
20150211,48,3253
20150211,49,431
20150211,99,40783
20150212,11,6627
20150212,26,2822
20150212,27,2093
20150212,28,2324
20150212,29,1647
20150212,30,1056
20150212,31,954
20150212,41,8551
20150212,42,1103
20150212,43,1408
20150212,44,2031
20150212,45,1984
20150212,46,2504
20150212,47,2415
20150212,48,3122
20150212,49,471
20150212,99,41120
20150213,11,7799
20150213,26,3174
20150213,27,2254
20150213,28,2499
20150213,29,1790
20150213,30,1235
20150213,31,1129
20150213,41,9651
20150213,42,1298
20150213,43,1589
20150213,44,2323
20150213,45,2159
20150213,46,2801
20150213,47,2702
20150213,48,3482
20150213,49,553
20150213,99,46454
20150214,11,6544
20150214,26,2575
20150214,27,2091
20150214,28,2216
20150214,29,1650
20150214,30,1041
20150214,31,951
20150214,41,8578
20150214,42,877
20150214,43,1320
20150214,44,1946
20150214,45,1704
20150214,46,2267
20150214,47,2301
20150214,48,2997
20150214,49,431
20150214,99,39494
20150215,11,683
20150215,26,164
20150215,27,242
20150215,28,336
20150215,29,224
20150215,30,192
20150215,31,155
20150215,41,1503
20150215,42,143
20150215,43,197
20150215,44,373
20150215,45,225
20150215,46,419
20150215,47,363
20150215,48,176
20150215,49,85
20150215,99,5480
20150216,11,10885
20150216,26,4515
20150216,27,3422
20150216,28,3545
20150216,29,2732
20150216,30,1625
20150216,31,1650
20150216,41,13460
20150216,42,1790
20150216,43,2088
20150216,44,3219
20150216,45,3167
20150216,46,4285
20150216,47,4057
20150216,48,5128
20150216,49,824
20150216,99,66408
20150217,11,10699
20150217,26,4344
20150217,27,3275
20150217,28,3545
20150217,29,2339
20150217,30,1686
20150217,31,1594
20150217,41,13488
20150217,42,1627
20150217,43,2036
20150217,44,3036
20150217,45,2721
20150217,46,3498
20150217,47,3753
20150217,48,4806
20150217,49,729
20150217,99,63189
20150218,11,1219
20150218,26,573
20150218,27,730
20150218,28,533
20150218,29,653
20150218,30,366
20150218,31,285
20150218,41,1919
20150218,42,286
20150218,43,488
20150218,44,773
20150218,45,653
20150218,46,1061
20150218,47,821
20150218,48,718
20150218,49,125
20150218,99,11205
20150219,11,287
20150219,26,74
20150219,27,32
20150219,28,73
20150219,29,138
20150219,30,65
20150219,31,44
20150219,41,508
20150219,42,100
20150219,43,111
20150219,44,119
20150219,45,157
20150219,46,272
20150219,47,95
20150219,48,123
20150219,49,37
20150219,99,2236
20150220,11,877
20150220,26,225
20150220,27,282
20150220,28,399
20150220,29,265
20150220,30,200
20150220,31,123
20150220,41,1532
20150220,42,203
20150220,43,338
20150220,44,444
20150220,45,377
20150220,46,604
20150220,47,418
20150220,48,324
20150220,49,86
20150220,99,6697
20150221,11,5721
20150221,26,2333
20150221,27,2116
20150221,28,1990
20150221,29,1552
20150221,30,1114
20150221,31,889
20150221,41,7748
20150221,42,731
20150221,43,1313
20150221,44,1876
20150221,45,1580
20150221,46,2125
20150221,47,2288
20150221,48,2734
20150221,49,385
20150221,99,36504
20150222,11,620
20150222,26,224
20150222,27,265
20150222,28,298
20150222,29,175
20150222,30,166
20150222,31,142
20150222,41,1556
20150222,42,177
20150222,43,227
20150222,44,395
20150222,45,223
20150222,46,446
20150222,47,395
20150222,48,181
20150222,49,79
20150222,99,5569
20150223,11,10438
20150223,26,4388
20150223,27,3138
20150223,28,3407
20150223,29,2380
20150223,30,1645
20150223,31,1583
20150223,41,12433
20150223,42,1772
20150223,43,2087
20150223,44,3080
20150223,45,3289
20150223,46,4099
20150223,47,3971
20150223,48,4958
20150223,49,821
20150223,99,63506
20150224,11,6591
20150224,26,2948
20150224,27,2148
20150224,28,2177
20150224,29,1491
20150224,30,1077
20150224,31,970
20150224,41,8381
20150224,42,1182
20150224,43,1478
20150224,44,2073
20150224,45,2005
20150224,46,2567
20150224,47,2610
20150224,48,3079
20150224,49,551
20150224,99,41330
20150225,11,6540
20150225,26,2851
20150225,27,2044
20150225,28,2048
20150225,29,1461
20150225,30,1003
20150225,31,966
20150225,41,8066
20150225,42,1114
20150225,43,1393
20150225,44,1934
20150225,45,1930
20150225,46,2478
20150225,47,2464
20150225,48,2938
20150225,49,491
20150225,99,39733
20150226,11,6058
20150226,26,2781
20150226,27,2116
20150226,28,2010
20150226,29,1470
20150226,30,959
20150226,31,998
20150226,41,7667
20150226,42,1127
20150226,43,1282
20150226,44,1864
20150226,45,1880
20150226,46,2468
20150226,47,2519
20150226,48,2971
20150226,49,498
20150226,99,38674
20150227,11,6500
20150227,26,2919
20150227,27,2316
20150227,28,2167
20150227,29,1475
20150227,30,1036
20150227,31,1044
20150227,41,8387
20150227,42,1178
20150227,43,1446
20150227,44,1922
20150227,45,2028
20150227,46,2471
20150227,47,2746
20150227,48,3242
20150227,49,619
20150227,99,41505
20150228,11,5329
20150228,26,2261
20150228,27,1788
20150228,28,1827
20150228,29,1228
20150228,30,879
20150228,31,756
20150228,41,6943
20150228,42,855
20150228,43,1182
20150228,44,1573
20150228,45,1400
20150228,46,1878
20150228,47,2101
20150228,48,2360
20150228,49,382
20150228,99,32746
20150301,11,634
20150301,26,506
20150301,27,299
20150301,28,332
20150301,29,266
20150301,30,218
20150301,31,178
20150301,41,1375
20150301,42,192
20150301,43,203
20150301,44,385
20150301,45,429
20150301,46,578
20150301,47,539
20150301,48,494
20150301,49,76
20150301,99,6726
20150302,11,7965
20150302,26,3500
20150302,27,2709
20150302,28,2773
20150302,29,1824
20150302,30,1282
20150302,31,1256
20150302,41,9997
20150302,42,1432
20150302,43,1848
20150302,44,2552
20150302,45,2645
20150302,46,3034
20150302,47,3377
20150302,48,3958
20150302,49,681
20150302,99,50856
20150303,11,5258
20150303,26,2336
20150303,27,1951
20150303,28,1872
20150303,29,1193
20150303,30,944
20150303,31,816
20150303,41,6904
20150303,42,1020
20150303,43,1231
20150303,44,1724
20150303,45,1839
20150303,46,2095
20150303,47,2386
20150303,48,2502
20150303,49,497
20150303,99,34581
20150304,11,5637
20150304,26,2505
20150304,27,1894
20150304,28,1846
20150304,29,1161
20150304,30,863
20150304,31,854
20150304,41,6798
20150304,42,1044
20150304,43,1180
20150304,44,1620
20150304,45,1671
20150304,46,1955
20150304,47,2150
20150304,48,2789
20150304,49,467
20150304,99,34451
20150305,11,5359
20150305,26,2375
20150305,27,1912
20150305,28,1810
20150305,29,1235
20150305,30,880
20150305,31,767
20150305,41,6751
20150305,42,943
20150305,43,1205
20150305,44,1558
20150305,45,1678
20150305,46,1967
20150305,47,2085
20150305,48,2347
20150305,49,520
20150305,99,33400
20150306,11,6135
20150306,26,2734
20150306,27,2063
20150306,28,2001
20150306,29,1251
20150306,30,1024
20150306,31,920
20150306,41,7667
20150306,42,1113
20150306,43,1405
20150306,44,1824
20150306,45,1938
20150306,46,2228
20150306,47,2515
20150306,48,3031
20150306,49,561
20150306,99,38418
20150307,11,5168
20150307,26,2131
20150307,27,1813
20150307,28,1753
20150307,29,1148
20150307,30,895
20150307,31,804
20150307,41,6614
20150307,42,774
20150307,43,1181
20150307,44,1617
20150307,45,1402
20150307,46,1704
20150307,47,1992
20150307,48,2319
20150307,49,461
20150307,99,31788
20150308,11,552
20150308,26,173
20150308,27,191
20150308,28,223
20150308,29,143
20150308,30,149
20150308,31,130
20150308,41,1180
20150308,42,85
20150308,43,156
20150308,44,324
20150308,45,176
20150308,46,333
20150308,47,285
20150308,48,218
20150308,49,72
20150308,99,4391
20150309,11,8301
20150309,26,3531
20150309,27,2904
20150309,28,2685
20150309,29,1783
20150309,30,1347
20150309,31,1199
20150309,41,10219
20150309,42,1526
20150309,43,1935
20150309,44,2623
20150309,45,2747
20150309,46,2852
20150309,47,3517
20150309,48,4070
20150309,49,757
20150309,99,52009
20150310,11,5214
20150310,26,2381
20150310,27,2009
20150310,28,1886
20150310,29,1211
20150310,30,992
20150310,31,799
20150310,41,7136
20150310,42,1020
20150310,43,1305
20150310,44,1769
20150310,45,1742
20150310,46,1885
20150310,47,2234
20150310,48,2665
20150310,49,506
20150310,99,34762
20150311,11,5779
20150311,26,2439
20150311,27,2122
20150311,28,1929
20150311,29,1175
20150311,30,978
20150311,31,843
20150311,41,7510
20150311,42,1069
20150311,43,1370
20150311,44,1874
20150311,45,1819
20150311,46,2125
20150311,47,2358
20150311,48,2921
20150311,49,483
20150311,99,36802
20150312,11,5811
20150312,26,2579
20150312,27,2150
20150312,28,2076
20150312,29,1261
20150312,30,962
20150312,31,859
20150312,41,7817
20150312,42,1099
20150312,43,1368
20150312,44,1961
20150312,45,1775
20150312,46,2063
20150312,47,2443
20150312,48,2808
20150312,49,495
20150312,99,37536
20150313,11,6388
20150313,26,2738
20150313,27,2306
20150313,28,2110
20150313,29,1259
20150313,30,1043
20150313,31,857
20150313,41,8499
20150313,42,1188
20150313,43,1453
20150313,44,1946
20150313,45,1932
20150313,46,2178
20150313,47,2595
20150313,48,2994
20150313,49,595
20150313,99,40091
20150314,11,5503
20150314,26,2178
20150314,27,2028
20150314,28,1982
20150314,29,1213
20150314,30,936
20150314,31,896
20150314,41,7472
20150314,42,881
20150314,43,1324
20150314,44,1741
20150314,45,1492
20150314,46,1810
20150314,47,2268
20150314,48,2660
20150314,49,425
20150314,99,34814
20150315,11,660
20150315,26,155
20150315,27,257
20150315,28,303
20150315,29,116
20150315,30,169
20150315,31,125
20150315,41,1463
20150315,42,106
20150315,43,200
20150315,44,401
20150315,45,259
20150315,46,303
20150315,47,363
20150315,48,186
20150315,49,82
20150315,99,5153
20150316,11,8695
20150316,26,3621
20150316,27,3186
20150316,28,3195
20150316,29,1889
20150316,30,1534
20150316,31,1306
20150316,41,11214
20150316,42,1631
20150316,43,2114
20150316,44,3017
20150316,45,2770
20150316,46,2917
20150316,47,3820
20150316,48,4323
20150316,49,758
20150316,99,55999
20150317,11,6144
20150317,26,2683
20150317,27,2287
20150317,28,2172
20150317,29,1380
20150317,30,1018
20150317,31,941
20150317,41,8148
20150317,42,1143
20150317,43,1462
20150317,44,2162
20150317,45,1983
20150317,46,2190
20150317,47,2582
20150317,48,2903
20150317,49,577
20150317,99,39788
20150318,11,5965
20150318,26,2131
20150318,27,1999
20150318,28,2022
20150318,29,1273
20150318,30,956
20150318,31,849
20150318,41,7715
20150318,42,1189
20150318,43,1332
20150318,44,1946
20150318,45,1788
20150318,46,1806
20150318,47,2190
20150318,48,2597
20150318,49,481
20150318,99,36248
20150319,11,6070
20150319,26,2839
20150319,27,2384
20150319,28,2331
20150319,29,1342
20150319,30,1111
20150319,31,1000
20150319,41,8256
20150319,42,1190
20150319,43,1650
20150319,44,2128
20150319,45,2066
20150319,46,2125
20150319,47,2912
20150319,48,3068
20150319,49,552
20150319,99,41033
20150320,11,6859
20150320,26,2782
20150320,27,2432
20150320,28,2359
20150320,29,1339
20150320,30,1079
20150320,31,1086
20150320,41,8939
20150320,42,1270
20150320,43,1680
20150320,44,2247
20150320,45,2013
20150320,46,2131
20150320,47,2739
20150320,48,2993
20150320,49,579
20150320,99,42545
20150321,11,6196
20150321,26,2325
20150321,27,2327
20150321,28,2171
20150321,29,1306
20150321,30,1131
20150321,31,934
20150321,41,8301
20150321,42,945
20150321,43,1424
20150321,44,2018
20150321,45,1620
20150321,46,1723
20150321,47,2369
20150321,48,2707
20150321,49,421
20150321,99,37927
20150322,11,719
20150322,26,191
20150322,27,283
20150322,28,281
20150322,29,164
20150322,30,160
20150322,31,156
20150322,41,1594
20150322,42,95
20150322,43,223
20150322,44,428
20150322,45,227
20150322,46,382
20150322,47,406
20150322,48,212
20150322,49,78
20150322,99,5600
20150323,11,9949
20150323,26,4010
20150323,27,3517
20150323,28,3448
20150323,29,2041
20150323,30,1585
20150323,31,1439
20150323,41,12867
20150323,42,1805
20150323,43,2390
20150323,44,3245
20150323,45,2894
20150323,46,2999
20150323,47,4047
20150323,48,4552
20150323,49,806
20150323,99,61609
20150324,11,6589
20150324,26,2752
20150324,27,2448
20150324,28,2475
20150324,29,1434
20150324,30,1066
20150324,31,1054
20150324,41,8807
20150324,42,1196
20150324,43,1686
20150324,44,2251
20150324,45,1953
20150324,46,2051
20150324,47,2844
20150324,48,3182
20150324,49,585
20150324,99,42382
20150325,11,6786
20150325,26,2886
20150325,27,2432
20150325,28,2332
20150325,29,1326
20150325,30,1148
20150325,31,1036
20150325,41,8874
20150325,42,1246
20150325,43,1629
20150325,44,2098
20150325,45,1934
20150325,46,2110
20150325,47,2532
20150325,48,3233
20150325,49,498
20150325,99,42109
20150326,11,6728
20150326,26,2804
20150326,27,2409
20150326,28,2419
20150326,29,1565
20150326,30,1124
20150326,31,1082
20150326,41,9022
20150326,42,1310
20150326,43,1758
20150326,44,2300
20150326,45,2005
20150326,46,2184
20150326,47,2749
20150326,48,3142
20150326,49,612
20150326,99,43220
20150327,11,7483
20150327,26,2991
20150327,27,2634
20150327,28,2562
20150327,29,1563
20150327,30,1232
20150327,31,1104
20150327,41,9597
20150327,42,1312
20150327,43,1841
20150327,44,2345
20150327,45,2209
20150327,46,2413
20150327,47,2954
20150327,48,3468
20150327,49,577
20150327,99,46296
20150328,11,6597
20150328,26,2539
20150328,27,2439
20150328,28,2318
20150328,29,1354
20150328,30,1099
20150328,31,1030
20150328,41,8643
20150328,42,934
20150328,43,1607
20150328,44,2137
20150328,45,1578
20150328,46,1906
20150328,47,2454
20150328,48,2975
20150328,49,450
20150328,99,40069
20150329,11,684
20150329,26,202
20150329,27,296
20150329,28,357
20150329,29,154
20150329,30,193
20150329,31,137
20150329,41,1608
20150329,42,96
20150329,43,257
20150329,44,422
20150329,45,236
20150329,46,349
20150329,47,393
20150329,48,261
20150329,49,85
20150329,99,5730
20150330,11,9851
20150330,26,3871
20150330,27,3524
20150330,28,3397
20150330,29,2161
20150330,30,1671
20150330,31,1482
20150330,41,12587
20150330,42,1643
20150330,43,2421
20150330,44,3217
20150330,45,2906
20150330,46,3036
20150330,47,3813
20150330,48,4674
20150330,49,844
20150330,99,61110
20150331,11,6457
20150331,26,2625
20150331,27,2425
20150331,28,2241
20150331,29,1500
20150331,30,1050
20150331,31,1017
20150331,41,8588
20150331,42,1217
20150331,43,1698
20150331,44,2215
20150331,45,1935
20150331,46,2199
20150331,47,2645
20150331,48,2939
20150331,49,622
20150331,99,41381
20150401,11,7185
20150401,26,3063
20150401,27,2555
20150401,28,2434
20150401,29,1581
20150401,30,1157
20150401,31,1172
20150401,41,9155
20150401,42,1274
20150401,43,1734
20150401,44,2347
20150401,45,2205
20150401,46,2411
20150401,47,2868
20150401,48,3592
20150401,49,513
20150401,99,45279
20150402,11,6237
20150402,26,2678
20150402,27,2463
20150402,28,2278
20150402,29,1556
20150402,30,1092
20150402,31,974
20150402,41,8340
20150402,42,1139
20150402,43,1587
20150402,44,2151
20150402,45,1854
20150402,46,2038
20150402,47,2677
20150402,48,3104
20150402,49,597
20150402,99,40786
20150403,11,7313
20150403,26,2808
20150403,27,2442
20150403,28,2518
20150403,29,1519
20150403,30,1136
20150403,31,1044
20150403,41,9422
20150403,42,1253
20150403,43,1799
20150403,44,2218
20150403,45,2052
20150403,46,2287
20150403,47,2674
20150403,48,3131
20150403,49,597
20150403,99,44230
20150404,11,5910
20150404,26,2261
20150404,27,2190
20150404,28,2062
20150404,29,1387
20150404,30,1025
20150404,31,914
20150404,41,8166
20150404,42,873
20150404,43,1358
20150404,44,1871
20150404,45,1494
20150404,46,1723
20150404,47,2301
20150404,48,2761
20150404,49,479
20150404,99,36787
20150405,11,722
20150405,26,158
20150405,27,338
20150405,28,301
20150405,29,212
20150405,30,157
20150405,31,147
20150405,41,1497
20150405,42,90
20150405,43,221
20150405,44,376
20150405,45,214
20150405,46,365
20150405,47,383
20150405,48,217
20150405,49,85
20150405,99,5486
20150406,11,9466
20150406,26,3514
20150406,27,3196
20150406,28,3135
20150406,29,2072
20150406,30,1505
20150406,31,1369
20150406,41,11949
20150406,42,1601
20150406,43,2239
20150406,44,2950
20150406,45,2643
20150406,46,2691
20150406,47,3481
20150406,48,4109
20150406,49,714
20150406,99,56656
20150407,11,6376
20150407,26,2760
20150407,27,2396
20150407,28,2214
20150407,29,1499
20150407,30,994
20150407,31,960
20150407,41,8174
20150407,42,1094
20150407,43,1419
20150407,44,2118
20150407,45,1803
20150407,46,2187
20150407,47,2527
20150407,48,3113
20150407,49,527
20150407,99,40180
20150408,11,6511
20150408,26,2532
20150408,27,2197
20150408,28,2069
20150408,29,1399
20150408,30,1002
20150408,31,952
20150408,41,8326
20150408,42,1107
20150408,43,1557
20150408,44,1995
20150408,45,1784
20150408,46,1936
20150408,47,2357
20150408,48,3013
20150408,49,565
20150408,99,39314
20150409,11,6175
20150409,26,2612
20150409,27,2238
20150409,28,2187
20150409,29,1542
20150409,30,947
20150409,31,943
20150409,41,8220
20150409,42,1104
20150409,43,1431
20150409,44,2077
20150409,45,1856
20150409,46,2090
20150409,47,2390
20150409,48,2894
20150409,49,559
20150409,99,39275
20150410,11,6917
20150410,26,2882
20150410,27,2413
20150410,28,2348
20150410,29,1474
20150410,30,1133
20150410,31,1021
20150410,41,8979
20150410,42,1174
20150410,43,1575
20150410,44,2238
20150410,45,1980
20150410,46,2074
20150410,47,2631
20150410,48,3087
20150410,49,551
20150410,99,42491
20150411,11,5835
20150411,26,2247
20150411,27,2150
20150411,28,1969
20150411,29,1388
20150411,30,956
20150411,31,872
20150411,41,7705
20150411,42,815
20150411,43,1334
20150411,44,1862
20150411,45,1433
20150411,46,1665
20150411,47,2132
20150411,48,2739
20150411,49,394
20150411,99,35504
20150412,11,615
20150412,26,170
20150412,27,288
20150412,28,257
20150412,29,175
20150412,30,210
20150412,31,129
20150412,41,1480
20150412,42,75
20150412,43,268
20150412,44,467
20150412,45,234
20150412,46,394
20150412,47,328
20150412,48,261
20150412,49,85
20150412,99,5437
20150413,11,9251
20150413,26,3531
20150413,27,3252
20150413,28,3173
20150413,29,2087
20150413,30,1539
20150413,31,1302
20150413,41,12220
20150413,42,1578
20150413,43,2205
20150413,44,2970
20150413,45,2822
20150413,46,3102
20150413,47,3552
20150413,48,4527
20150413,49,835
20150413,99,57961
20150414,11,5900
20150414,26,2673
20150414,27,2391
20150414,28,1961
20150414,29,1411
20150414,30,1060
20150414,31,974
20150414,41,8106
20150414,42,1079
20150414,43,1535
20150414,44,2182
20150414,45,1938
20150414,46,2100
20150414,47,2565
20150414,48,3203
20150414,49,615
20150414,99,39702
20150415,11,6551
20150415,26,2603
20150415,27,2181
20150415,28,2162
20150415,29,1364
20150415,30,1009
20150415,31,869
20150415,41,8326
20150415,42,1102
20150415,43,1557
20150415,44,2093
20150415,45,1798
20150415,46,2034
20150415,47,2511
20150415,48,3031
20150415,49,484
20150415,99,39685
20150416,11,5922
20150416,26,2549
20150416,27,2123
20150416,28,2017
20150416,29,1414
20150416,30,1007
20150416,31,982
20150416,41,7725
20150416,42,1064
20150416,43,1330
20150416,44,2087
20150416,45,1774
20150416,46,2034
20150416,47,2330
20150416,48,2981
20150416,49,572
20150416,99,37920
20150417,11,6850
20150417,26,2752
20150417,27,2389
20150417,28,2276
20150417,29,1479
20150417,30,1106
20150417,31,1026
20150417,41,8868
20150417,42,1080
20150417,43,1556
20150417,44,2160
20150417,45,1918
20150417,46,2230
20150417,47,2556
20150417,48,3307
20150417,49,612
20150417,99,42182
20150418,11,5772
20150418,26,2259
20150418,27,2208
20150418,28,1912
20150418,29,1437
20150418,30,989
20150418,31,902
20150418,41,7617
20150418,42,865
20150418,43,1402
20150418,44,1863
20150418,45,1481
20150418,46,1788
20150418,47,2279
20150418,48,2815
20150418,49,464
20150418,99,36062
20150419,11,673
20150419,26,159
20150419,27,239
20150419,28,334
20150419,29,175
20150419,30,187
20150419,31,190
20150419,41,1476
20150419,42,82
20150419,43,226
20150419,44,463
20150419,45,261
20150419,46,414
20150419,47,403
20150419,48,267
20150419,49,99
20150419,99,5650
20150420,11,9030
20150420,26,3740
20150420,27,3033
20150420,28,3088
20150420,29,1962
20150420,30,1384
20150420,31,1310
20150420,41,11717
20150420,42,1532
20150420,43,2072
20150420,44,3057
20150420,45,2822
20150420,46,2949
20150420,47,3501
20150420,48,4256
20150420,49,832
20150420,99,56297
20150421,11,5887
20150421,26,2739
20150421,27,2297
20150421,28,2112
20150421,29,1354
20150421,30,1027
20150421,31,925
20150421,41,7978
20150421,42,1060
20150421,43,1443
20150421,44,2105
20150421,45,1891
20150421,46,2059
20150421,47,2495
20150421,48,3096
20150421,49,580
20150421,99,39056
20150422,11,6416
20150422,26,2533
20150422,27,2205
20150422,28,2166
20150422,29,1314
20150422,30,1026
20150422,31,990
20150422,41,8133
20150422,42,1053
20150422,43,1425
20150422,44,2015
20150422,45,1784
20150422,46,1984
20150422,47,2505
20150422,48,3071
20150422,49,486
20150422,99,39116
20150423,11,6223
20150423,26,2638
20150423,27,2264
20150423,28,2122
20150423,29,1441
20150423,30,1160
20150423,31,946
20150423,41,8069
20150423,42,1043
20150423,43,1480
20150423,44,2097
20150423,45,1811
20150423,46,2022
20150423,47,2480
20150423,48,3086
20150423,49,568
20150423,99,39464
20150424,11,7070
20150424,26,2881
20150424,27,2525
20150424,28,2334
20150424,29,1492
20150424,30,1185
20150424,31,1094
20150424,41,9063
20150424,42,1205
20150424,43,1728
20150424,44,2321
20150424,45,1964
20150424,46,2296
20150424,47,2824
20150424,48,3361
20150424,49,563
20150424,99,43921
20150425,11,6034
20150425,26,2295
20150425,27,2281
20150425,28,2024
20150425,29,1343
20150425,30,1117
20150425,31,929
20150425,41,8101
20150425,42,849
20150425,43,1471
20150425,44,1905
20150425,45,1429
20150425,46,1815
20150425,47,2372
20150425,48,2929
20150425,49,417
20150425,99,37317
20150426,11,702
20150426,26,210
20150426,27,316
20150426,28,275
20150426,29,197
20150426,30,169
20150426,31,190
20150426,41,1466
20150426,42,92
20150426,43,289
20150426,44,406
20150426,45,230
20150426,46,388
20150426,47,410
20150426,48,256
20150426,49,93
20150426,99,5691
20150427,11,9761
20150427,26,3937
20150427,27,3593
20150427,28,3176
20150427,29,2161
20150427,30,1713
20150427,31,1471
20150427,41,12803
20150427,42,1595
20150427,43,2438
20150427,44,3288
20150427,45,2822
20150427,46,3179
20150427,47,3908
20150427,48,4923
20150427,49,766
20150427,99,61546
20150428,11,6691
20150428,26,2759
20150428,27,2539
20150428,28,2210
20150428,29,1382
20150428,30,1192
20150428,31,1074
20150428,41,8869
20150428,42,1219
20150428,43,1679
20150428,44,2326
20150428,45,1944
20150428,46,2187
20150428,47,2784
20150428,48,3335
20150428,49,595
20150428,99,42792
20150429,11,6966
20150429,26,2400
20150429,27,2274
20150429,28,1976
20150429,29,1396
20150429,30,1146
20150429,31,948
20150429,41,8365
20150429,42,1148
20150429,43,1609
20150429,44,2091
20150429,45,1972
20150429,46,2196
20150429,47,2562
20150429,48,3024
20150429,49,512
20150429,99,40591
20150430,11,6498
20150430,26,2818
20150430,27,2405
20150430,28,2148
20150430,29,1424
20150430,30,1093
20150430,31,981
20150430,41,8717
20150430,42,1119
20150430,43,1546
20150430,44,2120
20150430,45,1895
20150430,46,2128
20150430,47,2715
20150430,48,3338
20150430,49,625
20150430,99,41581
20150501,11,6085
20150501,26,2621
20150501,27,2312
20150501,28,2120
20150501,29,1408
20150501,30,1150
20150501,31,940
20150501,41,8455
20150501,42,985
20150501,43,1556
20150501,44,2095
20150501,45,1891
20150501,46,2052
20150501,47,2570
20150501,48,3143
20150501,49,416
20150501,99,39810
20150502,11,5401
20150502,26,2124
20150502,27,2035
20150502,28,1744
20150502,29,1218
20150502,30,964
20150502,31,923
20150502,41,7135
20150502,42,816
20150502,43,1324
20150502,44,1749
20150502,45,1450
20150502,46,1698
20150502,47,2079
20150502,48,2703
20150502,49,461
20150502,99,33833
20150503,11,671
20150503,26,217
20150503,27,286
20150503,28,313
20150503,29,169
20150503,30,191
20150503,31,152
20150503,41,1331
20150503,42,102
20150503,43,239
20150503,44,443
20150503,45,208
20150503,46,373
20150503,47,381
20150503,48,280
20150503,49,52
20150503,99,5410
20150504,11,9826
20150504,26,3951
20150504,27,3401
20150504,28,3359
20150504,29,1937
20150504,30,1636
20150504,31,1492
20150504,41,12934
20150504,42,1594
20150504,43,2321
20150504,44,3358
20150504,45,2886
20150504,46,3056
20150504,47,3810
20150504,48,4990
20150504,49,773
20150504,99,61338
20150505,11,902
20150505,26,429
20150505,27,477
20150505,28,406
20150505,29,312
20150505,30,311
20150505,31,291
20150505,41,1746
20150505,42,138
20150505,43,449
20150505,44,470
20150505,45,352
20150505,46,588
20150505,47,565
20150505,48,611
20150505,49,125
20150505,99,8174
20150506,11,8844
20150506,26,3461
20150506,27,2859
20150506,28,2894
20150506,29,1806
20150506,30,1469
20150506,31,1351
20150506,41,11277
20150506,42,1376
20150506,43,1931
20150506,44,2779
20150506,45,2477
20150506,46,2721
20150506,47,3265
20150506,48,4383
20150506,49,684
20150506,99,53593
20150507,11,6301
20150507,26,2732
20150507,27,2146
20150507,28,2223
20150507,29,1359
20150507,30,1074
20150507,31,977
20150507,41,8469
20150507,42,1099
20150507,43,1491
20150507,44,2197
20150507,45,1922
20150507,46,1997
20150507,47,2560
20150507,48,3150
20150507,49,537
20150507,99,40249
20150508,11,6825
20150508,26,2712
20150508,27,2188
20150508,28,2289
20150508,29,1343
20150508,30,1124
20150508,31,1025
20150508,41,8698
20150508,42,1064
20150508,43,1505
20150508,44,2141
20150508,45,1869
20150508,46,2152
20150508,47,2458
20150508,48,3328
20150508,49,532
20150508,99,41269
20150509,11,5571
20150509,26,2349
20150509,27,2002
20150509,28,1949
20150509,29,1292
20150509,30,1054
